,owner,name,full_name,clone_url,forks,watchers,open_issues,describtion_length,size,branches,framework
565,Aziaev,exreactshop,Aziaev/exreactshop,https://github.com/Aziaev/exreactshop.git,0,0,0,31,3202,2,react
566,arturzybin,minions-shop,arturzybin/minions-shop,https://github.com/arturzybin/minions-shop.git,0,0,1,34,2965,2,react
567,yuankunluo,react-clothing-shop,yuankunluo/react-clothing-shop,https://github.com/yuankunluo/react-clothing-shop.git,0,0,1,28,1277,2,react
568,Joshmatjjen,jasky-clothing,Joshmatjjen/jasky-clothing,https://github.com/Joshmatjjen/jasky-clothing.git,0,0,6,31,61493,2,react
569,darshana-perera-97,online-shopping-app-react,darshana-perera-97/online-shopping-app-react,https://github.com/darshana-perera-97/online-shopping-app-react.git,0,0,0,30,1203,2,react
570,sourena-kazemi,online_shop_project,sourena-kazemi/online_shop_project,https://github.com/sourena-kazemi/online_shop_project.git,0,1,0,31,577,2,react
571,behnamizadii,crwn-clothing,behnamizadii/crwn-clothing,https://github.com/behnamizadii/crwn-clothing.git,0,0,18,39,7373,2,react
572,czartek7,MerchStore,czartek7/MerchStore,https://github.com/czartek7/MerchStore.git,0,0,0,28,1536,2,react
573,Srinivasharidwajk,Online-Shopping-App-FINAL-React,Srinivasharidwajk/Online-Shopping-App-FINAL-React,https://github.com/Srinivasharidwajk/Online-Shopping-App-FINAL-React.git,0,0,0,31,3406,2,react
574,elham-ya,reactjs-online-store,elham-ya/reactjs-online-store,https://github.com/elham-ya/reactjs-online-store.git,0,0,0,30,584,2,react
575,jakeredgrave,react-online-shop,jakeredgrave/react-online-shop,https://github.com/jakeredgrave/react-online-shop.git,0,0,0,27,587,2,react
576,devcharleneg,pc-online-shop,devcharleneg/pc-online-shop,https://github.com/devcharleneg/pc-online-shop.git,0,0,0,26,49,2,react
577,stanicavuleta,React-Native-shop,stanicavuleta/React-Native-shop,https://github.com/stanicavuleta/React-Native-shop.git,0,0,0,28,109484,2,react
578,abdkgd,online-barter-shop-frontend,abdkgd/online-barter-shop-frontend,https://github.com/abdkgd/online-barter-shop-frontend.git,0,1,0,30,3763,2,react
579,AskardGO,online-shop-reactJS,AskardGO/online-shop-reactJS,https://github.com/AskardGO/online-shop-reactJS.git,0,0,1,35,1420,2,react
580,mohammedahmadi1990,online-shop,mohammedahmadi1990/online-shop,https://github.com/mohammedahmadi1990/online-shop.git,0,1,0,16,502,2,react
581,PhilippMelnikov,react-shop,PhilippMelnikov/react-shop,https://github.com/PhilippMelnikov/react-shop.git,0,0,0,33,16847,2,react
582,charles161,Bikerstop-React,charles161/Bikerstop-React,https://github.com/charles161/Bikerstop-React.git,0,0,0,31,43,2,react
583,hojatde,online-shop,hojatde/online-shop,https://github.com/hojatde/online-shop.git,0,0,0,15,24,2,react
584,Aleksios22,react-online-shop,Aleksios22/react-online-shop,https://github.com/Aleksios22/react-online-shop.git,0,0,0,27,1160,2,react
585,1Mehranazizi,CLO-Shop,1Mehranazizi/CLO-Shop,https://github.com/1Mehranazizi/CLO-Shop.git,0,0,0,26,1659,2,react
586,PedramChegini,online_shop,PedramChegini/online_shop,https://github.com/PedramChegini/online_shop.git,0,0,0,11,353,2,react
587,bts-developer,react-online-shop,bts-developer/react-online-shop,https://github.com/bts-developer/react-online-shop.git,0,0,1,30,1254,2,react
588,EdgarBag,online-shop-app,EdgarBag/online-shop-app,https://github.com/EdgarBag/online-shop-app.git,0,0,0,29,1693,2,react
589,juandcastroj,Amazonas-Shop,juandcastroj/Amazonas-Shop,https://github.com/juandcastroj/Amazonas-Shop.git,0,0,0,29,746,2,react
590,Tarashchyk,react-redux__MobileShop,Tarashchyk/react-redux__MobileShop,https://github.com/Tarashchyk/react-redux__MobileShop.git,0,0,1,31,1587,2,react
591,hamidKMB,kmb-clothing,hamidKMB/kmb-clothing,https://github.com/hamidKMB/kmb-clothing.git,0,0,0,31,1604,2,react
592,lakshmipunati,shopping-app,lakshmipunati/shopping-app,https://github.com/lakshmipunati/shopping-app.git,0,0,0,32,584,2,react
593,fauzynurn,react-online-shop,fauzynurn/react-online-shop,https://github.com/fauzynurn/react-online-shop.git,0,0,0,35,813,2,react
594,adkhambitious,maxima-test-task,adkhambitious/maxima-test-task,https://github.com/adkhambitious/maxima-test-task.git,0,0,0,29,323,2,react
595,spamhws,andersen-react-4,spamhws/andersen-react-4,https://github.com/spamhws/andersen-react-4.git,0,0,0,30,1244,2,react
596,rainyhuynh,AppShopOnline,rainyhuynh/AppShopOnline,https://github.com/rainyhuynh/AppShopOnline.git,0,0,1,29,2198,2,react
597,sergeykorolov,PizzaStore,sergeykorolov/PizzaStore,https://github.com/sergeykorolov/PizzaStore.git,0,0,0,26,1559,2,react
598,leonid9191,shop-project,leonid9191/shop-project,https://github.com/leonid9191/shop-project.git,0,0,0,27,416,2,react
599,shreejanjoshi,Clothing-Ecom,shreejanjoshi/Clothing-Ecom,https://github.com/shreejanjoshi/Clothing-Ecom.git,0,0,0,29,312,2,react
600,AlexandruMolete,project-2-online-shop,AlexandruMolete/project-2-online-shop,https://github.com/AlexandruMolete/project-2-online-shop.git,0,0,0,28,186,2,react
601,edugarver,online-comics-shop,edugarver/online-comics-shop,https://github.com/edugarver/online-comics-shop.git,0,0,0,29,1063,2,react
602,IoanaBobleaga,project02-react,IoanaBobleaga/project02-react,https://github.com/IoanaBobleaga/project02-react.git,0,0,0,37,169,2,react
603,mjimenezmartin,crwn-clothing,mjimenezmartin/crwn-clothing,https://github.com/mjimenezmartin/crwn-clothing.git,0,0,0,30,247,2,react
604,feyzabecerr,ReactMamaDunyasi,feyzabecerr/ReactMamaDunyasi,https://github.com/feyzabecerr/ReactMamaDunyasi.git,0,1,0,55,2598,2,react
605,dimurajsamuraj,onln-clothing-shop,dimurajsamuraj/onln-clothing-shop,https://github.com/dimurajsamuraj/onln-clothing-shop.git,0,0,2,25,1167,2,react
606,Claudiu7672,underground,Claudiu7672/underground,https://github.com/Claudiu7672/underground.git,0,0,0,28,1173,2,react
607,eugbyte,React-OnlineShop,eugbyte/React-OnlineShop,https://github.com/eugbyte/React-OnlineShop.git,0,0,1,32,1100,2,react
608,dineshvm,Online-Shopping-Cart,dineshvm/Online-Shopping-Cart,https://github.com/dineshvm/Online-Shopping-Cart.git,0,0,0,31,151,2,react
609,likithsai,online-shopping-react,likithsai/online-shopping-react,https://github.com/likithsai/online-shopping-react.git,0,0,0,30,379,2,react
610,baesee,reactStudy_shop,baesee/reactStudy_shop,https://github.com/baesee/reactStudy_shop.git,0,0,0,25,508,2,react
611,XoldpandaX,react-redux-training,XoldpandaX/react-redux-training,https://github.com/XoldpandaX/react-redux-training.git,0,0,0,33,191,2,react
612,hojatde,online-shop-front,hojatde/online-shop-front,https://github.com/hojatde/online-shop-front.git,0,0,0,5,1089,2,react
613,zangar-sultanbek,React.js-OnlineShop,zangar-sultanbek/React.js-OnlineShop,https://github.com/zangar-sultanbek/React.js-OnlineShop.git,0,0,0,79,287,2,react
614,Khepanha,Web-React-Tailwindcss,Khepanha/Web-React-Tailwindcss,https://github.com/Khepanha/Web-React-Tailwindcss.git,0,0,0,32,4525,2,react
615,xolesteroll,node-react-shop,xolesteroll/node-react-shop,https://github.com/xolesteroll/node-react-shop.git,0,0,0,29,36,2,react
616,wambua-iv,TS-online_shop,wambua-iv/TS-online_shop,https://github.com/wambua-iv/TS-online_shop.git,0,0,0,61,8559,2,react
617,AnimeManna,onlineShopReact,AnimeManna/onlineShopReact,https://github.com/AnimeManna/onlineShopReact.git,0,0,0,15,13706,2,react
618,Zhayr1,OnlineShop-React-Django,Zhayr1/OnlineShop-React-Django,https://github.com/Zhayr1/OnlineShop-React-Django.git,0,0,0,112,866,2,react
619,Ashkan771010,OnlineShop-React,Ashkan771010/OnlineShop-React,https://github.com/Ashkan771010/OnlineShop-React.git,0,0,0,0,2674,2,react
620,mrAnd5rs0n,Online-Shop-APP,mrAnd5rs0n/Online-Shop-APP,https://github.com/mrAnd5rs0n/Online-Shop-APP.git,0,0,0,5,40942,2,react
621,MarkoGlisic,React-Online-Shop,MarkoGlisic/React-Online-Shop,https://github.com/MarkoGlisic/React-Online-Shop.git,0,0,0,27,473,2,react
622,morshedulmunna,Benku-OnlineShop,morshedulmunna/Benku-OnlineShop,https://github.com/morshedulmunna/Benku-OnlineShop.git,0,0,0,86,324,2,react
623,gowagowa-cha,sneakers-shop,gowagowa-cha/sneakers-shop,https://github.com/gowagowa-cha/sneakers-shop.git,0,0,0,21,1741,2,react
624,Xaky0105,training-shop,Xaky0105/training-shop,https://github.com/Xaky0105/training-shop.git,0,0,1,21,35446,2,react
625,HuPaL,OnlineShop-React,HuPaL/OnlineShop-React,https://github.com/HuPaL/OnlineShop-React.git,0,0,0,0,181,2,react
626,mjBayati,onlineShopWithReact,mjBayati/onlineShopWithReact,https://github.com/mjBayati/onlineShopWithReact.git,0,0,0,0,839,2,react
627,aminimani35,onlineShop-react,aminimani35/onlineShop-react,https://github.com/aminimani35/onlineShop-react.git,0,1,0,0,1425,2,react
628,toukyyeasir,Simple-OnlineShop-React,toukyyeasir/Simple-OnlineShop-React,https://github.com/toukyyeasir/Simple-OnlineShop-React.git,0,0,0,0,1755,2,react
629,estatelelashvili,OnlineReactShop,estatelelashvili/OnlineReactShop,https://github.com/estatelelashvili/OnlineReactShop.git,0,0,0,27,698,2,react
630,RuslanMiakin,OnlineShopReact,RuslanMiakin/OnlineShopReact,https://github.com/RuslanMiakin/OnlineShopReact.git,0,0,0,0,3981,2,react
631,Alirezakarimi79,react-onlineShop,Alirezakarimi79/react-onlineShop,https://github.com/Alirezakarimi79/react-onlineShop.git,0,0,0,0,717,2,react
632,Fateme-nm,onlineShop_react,Fateme-nm/onlineShop_react,https://github.com/Fateme-nm/onlineShop_react.git,0,0,0,0,1660,2,react
633,shaghayeghmohammadi,react-onlineShop,shaghayeghmohammadi/react-onlineShop,https://github.com/shaghayeghmohammadi/react-onlineShop.git,0,0,0,0,425,2,react
634,MuellerMarvin,OnlineShoppingListReact,MuellerMarvin/OnlineShoppingListReact,https://github.com/MuellerMarvin/OnlineShoppingListReact.git,0,0,1,49,532,2,react
635,han19920516,React-onlineShopping-,han19920516/React-onlineShopping-,https://github.com/han19920516/React-onlineShopping-.git,0,0,0,0,330,2,react
636,coderaudi,OnlineShopinReactjs,coderaudi/OnlineShopinReactjs,https://github.com/coderaudi/OnlineShopinReactjs.git,0,0,0,0,147,2,react
637,ayim21,react-onlineShop,ayim21/react-onlineShop,https://github.com/ayim21/react-onlineShop.git,0,0,0,0,5462,2,react
638,arkaaaadiy,e-commerse,arkaaaadiy/e-commerse,https://github.com/arkaaaadiy/e-commerse.git,0,0,1,40,15549,2,react
639,thaks,tahir-shop,thaks/tahir-shop,https://github.com/thaks/tahir-shop.git,0,0,18,18,2006,2,react
640,WangHsuan,React_HOJA_OnlineShop,WangHsuan/React_HOJA_OnlineShop,https://github.com/WangHsuan/React_HOJA_OnlineShop.git,0,0,2,0,4037,2,react
641,Min5407,React-onlineShopping,Min5407/React-onlineShopping,https://github.com/Min5407/React-onlineShopping.git,0,0,19,0,4020,2,react
642,riddhi3191,React-OnlineShopping,riddhi3191/React-OnlineShopping,https://github.com/riddhi3191/React-OnlineShopping.git,0,0,18,0,9113,2,react
643,mehdiShariati,onlineShopWithReact,mehdiShariati/onlineShopWithReact,https://github.com/mehdiShariati/onlineShopWithReact.git,0,0,1,0,1561,2,react
644,AmadoJunior,OnlineShopReact,AmadoJunior/OnlineShopReact,https://github.com/AmadoJunior/OnlineShopReact.git,0,0,0,184,445,2,react
645,azzazzelor,react-redux-onlineShop,azzazzelor/react-redux-onlineShop,https://github.com/azzazzelor/react-redux-onlineShop.git,0,0,0,0,979,2,react
646,AhmadDwiyan,React_OnlineShop,AhmadDwiyan/React_OnlineShop,https://github.com/AhmadDwiyan/React_OnlineShop.git,0,0,1,0,507,2,react
647,samsoncsyu7777,React-MERN-OnlineShop,samsoncsyu7777/React-MERN-OnlineShop,https://github.com/samsoncsyu7777/React-MERN-OnlineShop.git,0,1,0,127,7795,2,react
648,bhaveshpatil856,React_OnlineShop_Website,bhaveshpatil856/React_OnlineShop_Website,https://github.com/bhaveshpatil856/React_OnlineShop_Website.git,0,0,0,0,217,2,react
649,GevorgPoghosyan95,onlineShopReactNode,GevorgPoghosyan95/onlineShopReactNode,https://github.com/GevorgPoghosyan95/onlineShopReactNode.git,0,0,0,0,271,2,react
650,sara547,onlineShopping-By-React,sara547/onlineShopping-By-React,https://github.com/sara547/onlineShopping-By-React.git,0,0,0,0,2213,2,react
651,kritinsinghal,insticator-shop,kritinsinghal/insticator-shop,https://github.com/kritinsinghal/insticator-shop.git,0,0,0,20,993,2,react
652,DShevv,React_OnlineShop,DShevv/React_OnlineShop,https://github.com/DShevv/React_OnlineShop.git,0,0,0,61,224,2,react
653,anabbaa,onlineShopReact,anabbaa/onlineShopReact,https://github.com/anabbaa/onlineShopReact.git,0,0,0,0,822,2,react
654,MattToczek,onlineShoppingCart-React,MattToczek/onlineShoppingCart-React,https://github.com/MattToczek/onlineShoppingCart-React.git,0,0,15,0,2682,2,react
655,CaitlynFowkes,react_onlineShop,CaitlynFowkes/react_onlineShop,https://github.com/CaitlynFowkes/react_onlineShop.git,0,0,1,0,663,2,react
656,rahil1978,React-onlineShop,rahil1978/React-onlineShop,https://github.com/rahil1978/React-onlineShop.git,0,0,21,87,3189,2,react
657,Fenglong1502,React---OnlineShopTutorial,Fenglong1502/React---OnlineShopTutorial,https://github.com/Fenglong1502/React---OnlineShopTutorial.git,0,0,0,0,6329,2,react
658,kunhuy0899,OnlineShop_reactjs,kunhuy0899/OnlineShop_reactjs,https://github.com/kunhuy0899/OnlineShop_reactjs.git,0,0,0,0,842,2,react
659,CathKolar,OnlineShopReact,CathKolar/OnlineShopReact,https://github.com/CathKolar/OnlineShopReact.git,0,0,0,0,114238,2,react
660,Teitei011,OnlineShopReact,Teitei011/OnlineShopReact,https://github.com/Teitei011/OnlineShopReact.git,0,0,0,0,1210,2,react
661,minhnhatvdl,ShopOnlineReactApp,minhnhatvdl/ShopOnlineReactApp,https://github.com/minhnhatvdl/ShopOnlineReactApp.git,0,1,0,38,3017,2,react
662,jinchengweng,ShopOnlineReact,jinchengweng/ShopOnlineReact,https://github.com/jinchengweng/ShopOnlineReact.git,0,0,0,0,184,2,react
663,ThanhLoc47,ShopOnlineReactNative,ThanhLoc47/ShopOnlineReactNative,https://github.com/ThanhLoc47/ShopOnlineReactNative.git,0,0,0,0,3559,2,react
664,amirshah093,onlineshope,amirshah093/onlineshope,https://github.com/amirshah093/onlineshope.git,0,0,19,37,2582,2,react
665,javie1199,onlineshopping-react,javie1199/onlineshopping-react,https://github.com/javie1199/onlineshopping-react.git,0,0,0,35,1747,2,react
666,mojtabamaslahatbin,OnlineShop,mojtabamaslahatbin/OnlineShop,https://github.com/mojtabamaslahatbin/OnlineShop.git,0,0,0,56,196,2,react
667,raku1089,react-online-shopping,raku1089/react-online-shopping,https://github.com/raku1089/react-online-shopping.git,0,0,0,33,804,2,react
668,nastaranjalali,onlineShop,nastaranjalali/onlineShop,https://github.com/nastaranjalali/onlineShop.git,0,0,0,70,3007,2,react
669,ahmednour005,onlineShop,ahmednour005/onlineShop,https://github.com/ahmednour005/onlineShop.git,9,12,0,59,10406,2,angular
670,parzibyte,e-commerce-angular-node,parzibyte/e-commerce-angular-node,https://github.com/parzibyte/e-commerce-angular-node.git,20,14,20,55,1538,2,angular
671,khaledjendi,SHOPi,khaledjendi/SHOPi,https://github.com/khaledjendi/SHOPi.git,10,16,2,62,88787,2,angular
672,olenijo,OnlineShopAngular,olenijo/OnlineShopAngular,https://github.com/olenijo/OnlineShopAngular.git,13,0,0,0,2,2,angular
673,mugan86,frontend-meang-online-shop,mugan86/frontend-meang-online-shop,https://github.com/mugan86/frontend-meang-online-shop.git,7,11,3,107,10447,2,angular
674,DeepGautamFullStack,DeepCart,DeepGautamFullStack/DeepCart,https://github.com/DeepGautamFullStack/DeepCart.git,15,13,2,131,120,2,angular
675,TYHXX,Angular-firebase-onlineShop,TYHXX/Angular-firebase-onlineShop,https://github.com/TYHXX/Angular-firebase-onlineShop.git,3,3,0,22,3007,2,angular
676,piecioshka,warsawjs-workshop-3-online-shop,piecioshka/warsawjs-workshop-3-online-shop,https://github.com/piecioshka/warsawjs-workshop-3-online-shop.git,3,2,0,36,82,2,angular
677,HuangXiaoyuyuyu,PinYouGou-OnlineShoppingMall,HuangXiaoyuyuyu/PinYouGou-OnlineShoppingMall,https://github.com/HuangXiaoyuyuyu/PinYouGou-OnlineShoppingMall.git,3,3,0,84,13917,2,angular
678,Anuradha2018,angular-ecommerce,Anuradha2018/angular-ecommerce,https://github.com/Anuradha2018/angular-ecommerce.git,3,0,3,46,52603,2,angular
679,borakasmer,GamesShop,borakasmer/GamesShop,https://github.com/borakasmer/GamesShop.git,2,11,0,86,2981,2,angular
680,adhyantini,Online-Shopping-Application,adhyantini/Online-Shopping-Application,https://github.com/adhyantini/Online-Shopping-Application.git,2,2,0,72,1949,2,angular
681,timothyjacque,oshop,timothyjacque/oshop,https://github.com/timothyjacque/oshop.git,10,16,0,450,25180,2,angular
682,kamdjouduplex,fonashop,kamdjouduplex/fonashop,https://github.com/kamdjouduplex/fonashop.git,4,1,0,79,2442,2,angular
683,SunriseTEAM,SunriseShopApi,SunriseTEAM/SunriseShopApi,https://github.com/SunriseTEAM/SunriseShopApi.git,3,0,0,95,45943,2,angular
684,borakasmer,devnotMicroservices,borakasmer/devnotMicroservices,https://github.com/borakasmer/devnotMicroservices.git,5,9,0,402,272,2,angular
685,shivaneej,Fresho,shivaneej/Fresho,https://github.com/shivaneej/Fresho.git,2,0,0,54,407,2,angular
686,MohamedGoharFCIH,Online_Shop,MohamedGoharFCIH/Online_Shop,https://github.com/MohamedGoharFCIH/Online_Shop.git,2,0,22,146,4256,2,angular
687,diyaann,Angular,diyaann/Angular,https://github.com/diyaann/Angular.git,0,0,0,26,160,2,angular
688,lokalkauf,lokalkauf-frontend,lokalkauf/lokalkauf-frontend,https://github.com/lokalkauf/lokalkauf-frontend.git,1,20,43,258,173252,2,angular
689,valeriyProg,ANGULAR_ONLINE_SHOP,valeriyProg/ANGULAR_ONLINE_SHOP,https://github.com/valeriyProg/ANGULAR_ONLINE_SHOP.git,0,2,2,47,46917,2,angular
690,MsSyrine,BookShop,MsSyrine/BookShop,https://github.com/MsSyrine/BookShop.git,1,2,1,46,845,2,angular
691,Sepandard,Shop,Sepandard/Shop,https://github.com/Sepandard/Shop.git,0,0,0,26,453,2,angular
692,KhyatiDhiman,AngularProject,KhyatiDhiman/AngularProject,https://github.com/KhyatiDhiman/AngularProject.git,0,0,15,15,2736,2,angular
693,IvanNycheporuk,Online-shop-Angular5,IvanNycheporuk/Online-shop-Angular5,https://github.com/IvanNycheporuk/Online-shop-Angular5.git,0,0,0,11,175,2,angular
694,Yogeshgupta97,shop,Yogeshgupta97/shop,https://github.com/Yogeshgupta97/shop.git,0,0,0,35,288,2,angular
695,nirannjan,shop,nirannjan/shop,https://github.com/nirannjan/shop.git,0,0,0,31,361,2,angular
696,HAREMUTECH,Angular5-OnlineShop,HAREMUTECH/Angular5-OnlineShop,https://github.com/HAREMUTECH/Angular5-OnlineShop.git,0,1,0,33,33,2,angular
697,PulkitBanta,Shoppo,PulkitBanta/Shoppo,https://github.com/PulkitBanta/Shoppo.git,0,4,9,66,5569,2,angular
698,jimmyh0-88,Angular-Shop,jimmyh0-88/Angular-Shop,https://github.com/jimmyh0-88/Angular-Shop.git,0,0,2,11,440,2,angular
699,BrifanBelly,shop-angular4-,BrifanBelly/shop-angular4-,https://github.com/BrifanBelly/shop-angular4-.git,0,0,0,38,46,2,angular
700,AnjeiHolub,online-shop-angular1,AnjeiHolub/online-shop-angular1,https://github.com/AnjeiHolub/online-shop-angular1.git,0,0,0,22,5707,2,angular
701,Ishu-ui-dev,angularRxJs,Ishu-ui-dev/angularRxJs,https://github.com/Ishu-ui-dev/angularRxJs.git,0,0,0,21,65,2,angular
702,VitalyBaboshin,angular-os-practice,VitalyBaboshin/angular-os-practice,https://github.com/VitalyBaboshin/angular-os-practice.git,0,0,0,11,686,2,angular
703,Liakhov,angular-online-market,Liakhov/angular-online-market,https://github.com/Liakhov/angular-online-market.git,0,0,0,13,322,2,angular
704,NWojtow,OnlineShop-AngularTutorial,NWojtow/OnlineShop-AngularTutorial,https://github.com/NWojtow/OnlineShop-AngularTutorial.git,0,0,19,38,529,2,angular
705,MarnusCoetzee,OnlineStore,MarnusCoetzee/OnlineStore,https://github.com/MarnusCoetzee/OnlineStore.git,0,0,2,33,7059,2,angular
706,vhosamane,onlineShopping,vhosamane/onlineShopping,https://github.com/vhosamane/onlineShopping.git,0,0,3,38,837,2,angular
707,john3245,ShopOnlineCliente,john3245/ShopOnlineCliente,https://github.com/john3245/ShopOnlineCliente.git,0,0,17,7,2955,2,angular
708,Alongil,shoppingOnline,Alongil/shoppingOnline,https://github.com/Alongil/shoppingOnline.git,0,0,0,15,1296,2,angular
709,Swetaben,Stop-to-Shop,Swetaben/Stop-to-Shop,https://github.com/Swetaben/Stop-to-Shop.git,0,0,2,27,447,2,angular
710,SakBran,LifeonlineShop,SakBran/LifeonlineShop,https://github.com/SakBran/LifeonlineShop.git,0,0,20,31,1195,2,angular
711,SergeyLitvin,ng-online-shop,SergeyLitvin/ng-online-shop,https://github.com/SergeyLitvin/ng-online-shop.git,0,0,0,22,514,2,angular
712,username40,angular-internet-shop,username40/angular-internet-shop,https://github.com/username40/angular-internet-shop.git,0,0,0,19,115,2,angular
713,Jalexx08,myShop,Jalexx08/myShop,https://github.com/Jalexx08/myShop.git,0,0,0,28,74,2,angular
714,sagarluitel01,DemoOnilineShop,sagarluitel01/DemoOnilineShop,https://github.com/sagarluitel01/DemoOnilineShop.git,0,0,0,19,144,2,angular
715,Ivan-Volosevich,shop-website,Ivan-Volosevich/shop-website,https://github.com/Ivan-Volosevich/shop-website.git,0,0,0,29,5748,2,angular
716,ummeq,ShopShoes,ummeq/ShopShoes,https://github.com/ummeq/ShopShoes.git,0,0,19,31,141,2,angular
717,MRamadanF,oShop,MRamadanF/oShop,https://github.com/MRamadanF/oShop.git,0,0,0,23,157,2,angular
718,riteshbhambhani,Angular8,riteshbhambhani/Angular8,https://github.com/riteshbhambhani/Angular8.git,0,0,2,35,3333,2,angular
719,IdoHeffer,AngularShopping,IdoHeffer/AngularShopping,https://github.com/IdoHeffer/AngularShopping.git,0,1,4,40,38411,2,angular
720,ankit-mishra-edu,online-shopping,ankit-mishra-edu/online-shopping,https://github.com/ankit-mishra-edu/online-shopping.git,0,0,1,34,15283,2,angular
721,resslen,OnlineShop,resslen/OnlineShop,https://github.com/resslen/OnlineShop.git,0,0,0,23,359,2,angular
722,samisaeed,onlineshop-angular4-,samisaeed/onlineshop-angular4-,https://github.com/samisaeed/onlineshop-angular4-.git,0,0,0,30,142,2,angular
723,loisch22,online-shop,loisch22/online-shop,https://github.com/loisch22/online-shop.git,0,0,0,7,81,2,angular
724,MarlenArb,ShopOnline-Front,MarlenArb/ShopOnline-Front,https://github.com/MarlenArb/ShopOnline-Front.git,0,0,14,9,29266,2,angular
725,codeapps,angularOnlineShopping,codeapps/angularOnlineShopping,https://github.com/codeapps/angularOnlineShopping.git,0,1,1,33,13783,2,angular
726,somesh1993,onlineshoppingclient,somesh1993/onlineshoppingclient,https://github.com/somesh1993/onlineshoppingclient.git,0,0,19,32,606,2,angular
727,jexpop,AngularShopping,jexpop/AngularShopping,https://github.com/jexpop/AngularShopping.git,0,1,0,24,271,2,angular
728,lourencovw,angular-fc-lourenco,lourencovw/angular-fc-lourenco,https://github.com/lourencovw/angular-fc-lourenco.git,0,0,17,19,2591,2,angular
729,chavesrodolfo,OnlineShop,chavesrodolfo/OnlineShop,https://github.com/chavesrodolfo/OnlineShop.git,0,0,0,33,1004,2,angular
730,noa-s,onlineShop-back,noa-s/onlineShop-back,https://github.com/noa-s/onlineShop-back.git,0,0,0,27,4152,2,angular
731,08-albert,Angular-OnlineShop,08-albert/Angular-OnlineShop,https://github.com/08-albert/Angular-OnlineShop.git,0,0,0,24,857,2,angular
732,kflorczyk,OnlineShopWebConsumer,kflorczyk/OnlineShopWebConsumer,https://github.com/kflorczyk/OnlineShopWebConsumer.git,0,0,0,30,1112,2,angular
733,sarahvdb,OnlineShopApp,sarahvdb/OnlineShopApp,https://github.com/sarahvdb/OnlineShopApp.git,0,0,0,16,47879,2,angular
734,Kusuma18,OnlineShoppingCart,Kusuma18/OnlineShoppingCart,https://github.com/Kusuma18/OnlineShoppingCart.git,0,0,10,40,1350,2,angular
735,renatodysouza,shop-online,renatodysouza/shop-online,https://github.com/renatodysouza/shop-online.git,0,0,0,25,470,2,angular
736,ofirtalbi,Shopping-Online,ofirtalbi/Shopping-Online,https://github.com/ofirtalbi/Shopping-Online.git,0,0,0,35,2731,2,angular
737,kokilaMurugasamy,Online-Grocery,kokilaMurugasamy/Online-Grocery,https://github.com/kokilaMurugasamy/Online-Grocery.git,0,0,2,38,5016,2,angular
738,VictoriyaSheifer,online_shop,VictoriyaSheifer/online_shop,https://github.com/VictoriyaSheifer/online_shop.git,0,0,0,30,95395,2,angular
739,devqi,online-shop,devqi/online-shop,https://github.com/devqi/online-shop.git,0,0,18,16,2707,2,angular
740,programmingvidya,online-shop,programmingvidya/online-shop,https://github.com/programmingvidya/online-shop.git,0,0,0,15,104,2,angular
741,amandademetrio,OnlineGroupShopping,amandademetrio/OnlineGroupShopping,https://github.com/amandademetrio/OnlineGroupShopping.git,0,0,0,43,21365,2,angular
742,msureshmewara,Online-Shopping-Demo,msureshmewara/Online-Shopping-Demo,https://github.com/msureshmewara/Online-Shopping-Demo.git,0,0,16,7,4419,2,angular
743,seshasaik,OnlineShoppingDemo,seshasaik/OnlineShoppingDemo,https://github.com/seshasaik/OnlineShoppingDemo.git,0,0,20,36,984,2,angular
744,Aravindharigoppula,ShopOnline,Aravindharigoppula/ShopOnline,https://github.com/Aravindharigoppula/ShopOnline.git,0,1,0,55,290,2,angular
745,princekumardev,eshop-app,princekumardev/eshop-app,https://github.com/princekumardev/eshop-app.git,0,0,0,40,344,2,angular
746,plongnguyen,online-shop-angular,plongnguyen/online-shop-angular,https://github.com/plongnguyen/online-shop-angular.git,0,0,0,32,5316,2,angular
747,Edmund27,Angular-Shop,Edmund27/Angular-Shop,https://github.com/Edmund27/Angular-Shop.git,0,0,0,27,142,2,angular
748,OlesMelnik,simple-shop-angular,OlesMelnik/simple-shop-angular,https://github.com/OlesMelnik/simple-shop-angular.git,0,0,0,29,165,2,angular
749,colinbut,angularjs-shoppinglist,colinbut/angularjs-shoppinglist,https://github.com/colinbut/angularjs-shoppinglist.git,0,0,0,39,65,2,angular
750,jyotij789,WebNeostore,jyotij789/WebNeostore,https://github.com/jyotij789/WebNeostore.git,0,0,0,40,306,2,angular
751,alinanohas,Shop.github.io,alinanohas/Shop.github.io,https://github.com/alinanohas/Shop.github.io.git,0,0,0,34,253,2,angular
752,lajith111,e-commerce,lajith111/e-commerce,https://github.com/lajith111/e-commerce.git,1,2,0,30,154,2,angular
753,akidondovdorj,Oshop,akidondovdorj/Oshop,https://github.com/akidondovdorj/Oshop.git,0,1,0,31,26,2,angular
754,adelmaek,Online-Food-Shopping-app,adelmaek/Online-Food-Shopping-app,https://github.com/adelmaek/Online-Food-Shopping-app.git,0,0,18,34,2640,2,angular
755,pouyio,devschool,pouyio/devschool,https://github.com/pouyio/devschool.git,0,0,0,40,147,2,angular
756,HeloyoM,shopping-angular-app,HeloyoM/shopping-angular-app,https://github.com/HeloyoM/shopping-angular-app.git,0,0,0,44,148,2,angular
